股票代码,股票简称,公告日期,营业收入,营业收入同比增长,营业收入季度环比,净利润,净利润同比增长,净利润季度环比,每股收益,每股净资产,净资产收益率,销售毛利率,每股经营现金流量
000988,华工科技,2022-04-28 00:00:00,2858113370.5,59.8062876244,2.1312,225973833.05,98.73,655.5232,0.22,7.578228865584,3.01,18.0174992471,-0.135898145444
000982,中银绒业,2022-04-28 00:00:00,88568552.4,-28.7029569932,-35.4316,-5044107.71,-147.95,-321.787,-0.0012,0.274814111415,-0.43,16.6456640653,-0.016318985601
000970,中科三环,2022-04-28 00:00:00,2158936920.36,67.971098797,-3.4057,166118346.41,229.79,-14.1027,0.1489,4.787452860079,3.28,17.475449195,-0.282511638996
000963,华东医药,2022-04-28 00:00:00,8932579251.75,0.40405148,3.4363,704364775.13,-7.12,73.3835,0.4025,9.868916495911,4.17,33.7828553124,-0.148932567329
000927,中国铁物,2022-04-28 00:00:00,13100448195.25,17.0603871695,-17.2259,211084477.99,5.34,-2.8095,0.03,1.310952352767,2.7,4.919241323,-0.493939413658
000919,金陵药业,2022-04-28 00:00:00,693016544.54,-1.2238759788,-0.6772,39240141.55,12.12,69.8087,0.0769,5.859296683307,1.33,22.5045859466,-0.141964461305
000913,钱江摩托,2022-04-28 00:00:00,929585845.74,1.5249103622,7.6928,34844664.44,-40.65,193.1579,0.08,6.678128977986,1.16,25.6303741329,0.11021715597
000910,大亚圣象,2022-04-28 00:00:00,1322923981.31,-6.1637378064,-49.3963,-21934566.46,-130.88,-118.9497,-0.04,11.12110742919,-0.36,22.9570730118,-0.095100876931
000903,云内动力,2022-04-28 00:00:00,1941550440.84,-20.4750709087,14.2098,-94991287.26,-168.74,-8.0157,-0.049,2.84532438711,-1.68,1.5677032288,-0.576396287842
000898,鞍钢股份,2022-04-28 00:00:00,34927000000.0,9.7746487727,24.1319,1482000000.0,-1.2,362.766,0.158,6.497181750505,2.41,7.2551321327,0.210039349144
000886,海南高速,2022-04-28 00:00:00,42877777.49,413.6279763367,-47.3069,1092960.41,-92.31,110.3575,0.001,2.857440111403,0.04,63.1209459873,-0.011047772257
000883,湖北能源,2022-04-28 00:00:00,6936239994.26,36.1264978878,7.885,551655273.06,-20.74,246.7061,0.0848,4.71497788956,1.8,14.1452335672,0.491859867915
000878,云南铜业,2022-04-28 00:00:00,28898369903.95,6.7693901398,-15.1478,373914425.26,161.3,192.9057,0.22,5.518169348633,4.01,4.7547096212,-0.446085929848
000875,吉电股份,2022-04-28 00:00:00,4290487622.35,22.2370232453,-0.6985,414953137.47,-2.5,283.3113,0.15,3.896233718578,3.89,24.6372911975,0.321394887581
000860,顺鑫农业,2022-04-28 00:00:00,3907059496.43,-28.7753606521,19.9077,104283647.52,-72.06,138.6877,0.1406,10.615045367892,1.33,32.8514830719,-1.35576341938
000848,承德露露,2022-04-28 00:00:00,1117806873.79,14.9477599807,66.8617,235286448.8,11.19,39.0975,0.22,2.407987727836,9.51,46.8134022522,0.074611123921
000836,富通信息,2022-04-28 00:00:00,281889258.66,98.5481503773,-40.5317,3347543.35,106.31,-93.7162,0.0028,1.095308996827,0.25,19.3481351043,-0.023225253996
000828,东莞控股,2022-04-28 00:00:00,478922173.67,-25.0310667935,-88.6272,170135008.09,-29.11,19.9245,0.1637,8.307491891311,1.99,46.1804503862,-1.147214423956
000818,航锦科技,2022-04-28 00:00:00,1048321256.16,-10.5230906515,-24.5195,90310509.0,-57.43,-6.423,0.13,5.208781027717,2.59,16.3881458466,-0.141877139332
000815,美利云,2022-04-28 00:00:00,256073231.87,-10.5392956938,-36.2164,-1372693.03,-112.34,95.6551,-0.002,3.041522440324,-0.06,9.0181561272,-0.045327899404
000812,陕西金叶,2022-04-28 00:00:00,295606129.86,21.5794668707,-28.6473,6500902.57,630.7,-66.692,0.0085,2.176470721572,0.39,30.9865404968,-0.143384075588
000809,ST新城,2022-04-28 00:00:00,4014794.07,-19.1505617384,-95.9818,-32397801.82,-10.58,50.6418,-0.039,3.494435000552,-1.12,-42.4046591261,-0.015944788508
000798,中水渔业,2022-04-28 00:00:00,73629751.72,-19.3283190923,-41.7935,-12788319.99,31.6672133785,77.9394,-0.04,1.591571267189,-2.48,10.0713947919,-0.108399168021
000789,万年青,2022-04-28 00:00:00,2736296001.57,0.9616810264,-40.1275,209049446.86,-35.64,-54.9425,0.2622,9.292943070996,2.79,21.5313693274,0.000857595451
000766,通化金马,2022-04-28 00:00:00,357550409.09,-6.641661744,-17.2311,5788129.66,42.19,-70.3018,0.006,2.392663071801,0.25,74.5389063205,0.007004723452
000757,浩物股份,2022-04-28 00:00:00,729672152.31,-28.7854122309,-44.8818,-8306988.66,-200.06,-189.3442,-0.012,2.676778406798,-0.47,11.0763286353,0.053369438718
000755,山西路桥,2022-04-28 00:00:00,345304137.31,-6.9444625902,-21.2055,96186716.38,2.86,39.5589,0.0656,2.861561642778,2.32,60.6714950166,0.205227630518
000750,国海证券,2022-04-28 00:00:00,663104291.3,-37.9841673156,-46.091,52245025.3,-69.98,446.3282,0.01,3.416803351235,0.28,,-0.12336767615
000737,北方铜业,2022-04-28 00:00:00,3167068359.21,37.3004601301,-65.4383,268331285.55,18.71,-67.8996,0.1514,2.286135313049,6.84,13.7707821242,0.447768151064
000729,燕京啤酒,2022-04-28 00:00:00,3100222997.15,11.6616209244,96.8193,863928.85,100.8,100.2576,0.0003,4.757687622041,0.01,34.5446475881,0.263224006597
000725,京东方A,2022-04-28 00:00:00,50475809458.0,0.3989298851,-9.9152,4388727184.0,-16.57,-24.5342,0.113,3.463957128583,3.25,21.3789502751,0.383797170304
000723,美锦能源,2022-04-28 00:00:00,6181520494.97,63.9464840979,12.043,676477359.35,6.07,24.7675,0.16,3.063840324953,5.31,24.0343064757,0.20012944346
000720,新能泰山,2022-04-28 00:00:00,755358754.05,15.1152296546,-34.4991,-32595098.32,-130.78,-19.7287,-0.0259,2.058860538903,-1.22,0.8950003483,-0.138932760971
000718,苏宁环球,2022-04-28 00:00:00,476659221.01,-41.8177304261,-14.3665,132669907.73,-51.49,217.3322,0.0437,2.952825001155,1.47,64.8541313509,0.052346228012
000713,丰乐种业,2022-04-28 00:00:00,554066294.8,-11.9692991651,-26.815,7300984.67,-46.85,-96.1602,0.0119,3.069259225158,0.39,13.5713505217,-0.279930417007
000711,京蓝科技,2022-04-28 00:00:00,59210898.88,-52.1630809311,-55.3515,-87580856.91,2.66,90.6018,-0.086,0.817356119067,-3.93,23.9012711641,-0.000951274383
000691,亚太实业,2022-04-28 00:00:00,70151114.63,-49.1863541213,-45.2685,-3071180.15,-137.72,-34.8399,-0.0095,0.413337348006,-2.27,20.2787451846,-0.026054307607
000688,国城矿业,2022-04-28 00:00:00,449852369.37,106.6320346099,-52.0008,42841727.2,-13.64,-19.058,0.0391,2.191460168232,1.64,30.2642479222,0.090944750004
000686,东北证券,2022-04-28 00:00:00,799071341.44,-38.38,-66.6737,-259094224.64,-176.56,-163.371,-0.11,7.599428160216,-1.45,,0.354650804727
000681,视觉中国,2022-04-28 00:00:00,155043265.87,11.7941823734,16.5482,30512429.08,-26.48,1412.1127,0.0436,4.645004035428,0.94,60.8305154956,0.010057185113
000676,智度股份,2022-04-28 00:00:00,850633923.58,-55.0306255964,-10.7465,31194456.9,-50.74,133.43,0.0244,3.028498590151,0.81,16.6373109317,0.066134289292
000661,长春高新,2022-04-28 00:00:00,2974751627.16,30.3967980275,18.6014,1138241373.55,30.16,86.5113,2.83,37.906746190758,7.7,92.2526874235,1.491121131461
000652,泰达股份,2022-04-28 00:00:00,2424185106.32,72.8566417244,-67.4296,3878248.09,6.38,-96.4494,0.0026,3.619491149983,0.07,6.7865622436,-0.068778565175
000636,风华高科,2022-04-28 00:00:00,1102067746.02,-6.122617052,0.1998,180298531.14,-3.16,182.7637,0.2,7.907249440744,2.57,24.9853823555,-0.136348032797
000635,英力特,2022-04-28 00:00:00,425931034.49,-26.0361069923,-3.1439,-41703488.59,-164.89,74.1121,-0.14,8.631221313599,-1.56,-2.9949893004,0.476346788741
000612,焦作万方,2022-04-28 00:00:00,1686087865.04,7.4148950042,60.2101,202761343.77,-2.5,256.5818,0.17,4.447436105575,3.9,10.5054325437,0.279065089795
000609,中迪投资,2022-04-28 00:00:00,28349937.28,128.5311504342,-96.1246,-38730567.72,-3.87,85.0121,-0.13,2.754058155787,-4.59,-4.5555802372,0.154419672106
000600,建投能源,2022-04-28 00:00:00,5427831175.76,19.5772653145,25.8331,69625715.69,-76.85,104.7354,0.039,5.393313197204,0.72,9.6971720786,-0.555166836185
000598,兴蓉环境,2022-04-28 00:00:00,1441521067.8,19.1035667544,-34.8755,353110057.55,18.84,37.0203,0.1182,4.624779951284,2.59,42.7541985953,-0.026637720617
000597,东北制药,2022-04-28 00:00:00,2353478963.48,16.4926171591,15.3722,68332634.61,76.65,-7.0677,0.051,3.125143076193,1.64,38.8432400122,0.194658245358
000591,太阳能,2022-04-28 00:00:00,1396458199.58,-11.5842465407,-22.8789,261514846.75,-7.76,3838.6192,0.087,5.039481780174,1.74,44.4224042285,0.064318950444
000584,哈工智能,2022-04-28 00:00:00,197050118.54,-60.8791678425,-63.6908,-31133596.19,-189.78,93.7741,-0.0409,2.35229917125,-1.72,10.853435851,-0.045579602097
000565,渝三峡A,2022-04-28 00:00:00,99435117.73,-2.4956154097,-23.3982,50529872.77,106.81,2681.9856,0.12,3.031741126467,3.92,25.1639760089,-0.049629835379
000563,陕国投A,2022-04-28 00:00:00,326141550.84,-6.2398319223,-24.8987,175985752.48,1.82,18.9445,0.0444,3.128645193364,1.43,,-0.078650768373
000561,烽火电子,2022-04-28 00:00:00,159248968.87,-14.1377713399,-76.2778,-35113955.27,-135.7169330859,-133.3809,-0.0584,2.761310453073,-2.25,41.6333263885,-0.413738601189
000559,万向钱潮,2022-04-28 00:00:00,3820397712.39,17.6133812844,0.3306,260109387.31,58.15,51.2391,0.079,2.656582812389,3.0,12.1547110041,0.048433510691
000557,西部创业,2022-04-28 00:00:00,475007749.21,73.4272421527,9.7435,70944760.37,19.9,137.3272,0.0486,3.736946796894,1.31,22.0385879439,0.021076951042
000554,泰山石油,2022-04-28 00:00:00,747391907.87,21.5149705551,-5.895,2840725.3,107.32,-33.0251,0.006,1.9272661733,0.31,8.0892950798,0.047121082265
000553,安道麦A,2022-04-28 00:00:00,9015991000.0,25.4457390982,5.4472,427652000.0,187.43,165.107,0.184,9.16478073963,2.02,25.8961771368,-0.778537573923
000551,创元科技,2022-04-28 00:00:00,1000382190.86,8.537800705,-0.9437,37745831.67,12.18,125.8342,0.09,5.103791482256,1.87,22.6805740379,-0.119601701826
000544,中原环保,2022-04-28 00:00:00,1172091713.33,-3.0650443284,-51.8426,128738854.26,-13.96,201.8853,0.13,6.811576786467,1.96,25.7483309802,-0.955768735534
000543,皖能电力,2022-04-28 00:00:00,6356303748.08,52.352878127,3.2914,137605347.87,25.25,116.6429,0.06,5.479547447724,1.11,3.3808571959,0.437733340586
000539,粤电力A,2022-04-28 00:00:00,11389443592.0,28.291391893,-25.5705,-449739596.0,-436.51,84.6328,-0.0857,4.313477305683,-1.96,-0.242982221,-0.118143492553
000529,广弘控股,2022-04-28 00:00:00,795813402.79,25.5518553357,-39.6643,49837016.91,7.07,-41.7228,0.0854,4.050869887824,2.13,15.4288737611,-0.006168660844
000516,国际医学,2022-04-28 00:00:00,304865465.75,-51.7804295804,-65.0595,-428421595.49,-134.01,-80.5777,-0.1882,2.174176227884,-8.34,-78.2670793634,-0.090640980104
000501,武商集团,2022-04-28 00:00:00,1873544091.11,-6.4678706102,1.764,175822497.56,-34.2,-13.9691,0.23,14.115170212292,1.63,43.7895136561,-0.121957708232
000409,云鼎科技,2022-04-28 00:00:00,145674803.43,152.5959959385,-48.9699,2603826.44,-51.96,-17.6959,0.0051,0.992071628307,0.52,31.9676326129,-0.0098570252
000402,金融街,2022-04-28 00:00:00,4699890845.5,210.4772539018,-67.5623,934455720.38,67.71,76.8097,0.31,12.737822099941,2.49,21.4468500309,-0.80014744141
000400,许继电气,2022-04-28 00:00:00,2469027456.71,36.038816506,-44.5913,100626515.83,21.72,-30.7701,0.0998,9.441776667312,1.06,15.3739639293,-0.372900611918
000158,常山北明,2022-04-28 00:00:00,1951870637.18,36.9704776983,-58.8182,-86482586.43,2.67,-152.5616,-0.0541,3.795419302473,-1.42,6.0290780428,-0.756423780463
000151,中成股份,2022-04-28 00:00:00,600426839.55,60.8978829837,-68.1078,1410492.1,-82.47,-96.6506,0.0042,2.667587901965,0.16,16.5852964742,0.505964723383
000100,TCL科技,2022-04-28 00:00:00,40597535003.0,26.1813990183,-4.8095,1352533125.0,-43.89,41.5563,0.1008,3.08643096621,3.16,12.2565595242,0.275393938856
000090,天健集团,2022-04-28 00:00:00,3860631812.13,-6.6480928717,-66.6416,908519165.56,-1.64,70.9144,0.4862,5.512952882798,6.93,44.8758820138,-1.320271158159
000062,深圳华强,2022-04-28 00:00:00,5867561507.85,26.192444583,-8.2143,219643212.53,-2.99,26.022,0.21,5.786357302129,3.51,10.7816056289,0.437711828684
000060,中金岭南,2022-04-28 00:00:00,14731102655.28,61.7750091888,19.0118,332541868.93,29.58,83.1505,0.09,3.516735922849,2.49,5.0435656189,0.038336225185
000055,方大集团,2022-04-28 00:00:00,651720353.86,0.77041855,-41.6853,43891930.78,-41.61,-2.7646,0.04,5.185038347298,0.79,23.611224403,-0.283780991589
000042,中洲控股,2022-04-28 00:00:00,1159739521.97,-36.565793699,-56.63,36325367.51,129.04,128.7,0.0546,12.157484979626,0.45,38.170024054,-1.82064084196
000039,中集集团,2022-04-28 00:00:00,35558688000.0,23.1934713643,-21.7694,1706270000.0,13.2,179.9614,0.4726,13.054560844547,3.69,15.2961858435,1.687046559485
000034,神州数码,2022-04-28 00:00:00,28598823326.01,19.0677900667,-21.3762,187325953.96,19.75,-2.612,0.2909,9.29606004039,3.86,3.8812531007,-1.523377460655
000031,大悦城,2022-04-28 00:00:00,8181059587.02,18.7187766386,-60.0646,-100869965.78,-137.47,90.0043,-0.02,4.410918804058,-0.53,36.9261103523,-0.078461637174
000028,国药一致,2022-04-28 00:00:00,17150856946.54,6.8591459848,-5.4934,252361872.69,-23.25,-3.7787,0.59,35.450191521355,1.68,11.2120155046,-0.507915249481
000016,深康佳A,2022-04-28 00:00:00,8320135785.93,-15.2922772468,-52.4013,103900130.02,42.68,-89.9295,0.0431,3.876087689672,1.13,2.4460735512,-0.262019561093
000010,美丽生态,2022-04-28 00:00:00,183922738.76,-19.3544373272,-73.7397,1975493.39,24.92,9.0548,0.0024,0.63370654726,0.26,10.7288176291,0.086351123824
000009,中国宝安,2022-04-28 00:00:00,5693657359.97,53.2603021088,5.4469,165134224.14,-13.21,15.4543,0.064,3.173143422229,2.04,24.6945641764,-0.183807171178
000006,深振业A,2022-04-28 00:00:00,351392171.03,-61.7339431765,-55.3106,44431954.3,-83.51,318.5231,0.0329,5.696325773443,0.58,46.9821947814,-0.090588093565
871553,凯腾精工,2022-04-27 00:00:00,82311682.5,-3.1391098484,-23.1857,4330654.62,0.58,-46.7381,0.03,2.323085939595,1.31,33.6990746362,-0.09172043057
839680,广道高新,2022-04-27 00:00:00,8037786.98,-72.0296442641,-89.9833,-10052888.16,-1334.16,-166.6081,-0.15,8.429646491562,-1.77,35.7951214328,0.039118814655
839167,同享科技,2022-04-27 00:00:00,328215750.58,73.6082189313,78.0386,10038201.1,-46.42,-10.2873,0.1,3.377128941638,2.92,10.8205659379,-1.380883704317
837242,建邦科技,2022-04-27 00:00:00,94158350.45,-3.4643313698,-34.4924,5976513.68,-42.34,-44.5531,0.1,6.869213553781,1.39,21.0192225813,0.198064293204
836433,大唐药业,2022-04-27 00:00:00,28484733.38,-25.6228496889,-71.9324,5560706.73,-45.09,-83.3775,0.04,3.739377240659,1.03,82.0088534036,0.458623794631
836260,中寰股份,2022-04-27 00:00:00,23311201.48,59.8406375396,,465095.26,-56.16,,0.01,7.40099405099,0.12,33.494839752,-0.280327997682
835368,连城数控,2022-04-27 00:00:00,321936800.71,2.8899087852,-64.5641,91462531.38,18.6,-45.9193,0.39,11.130076434434,3.6,29.2264567929,-0.526535207189
835305,云创数据,2022-04-27 00:00:00,55094737.15,-38.8040853658,-75.3146,-2095692.58,-123.8,-106.1236,-0.02,6.636308366331,-0.24,21.1349178567,-0.166551831684
835185,贝特瑞,2022-04-27 00:00:00,4078760337.43,120.0768622674,12.0441,451297424.24,72.22,28.6695,0.93,16.77318141727,5.72,21.6760321198,-0.591782087334
835184,国源科技,2022-04-27 00:00:00,65134957.25,8.0522411023,-27.8668,286653.96,-74.93,-93.1989,0.0,5.281711568353,0.04,41.8845722356,-0.361045106435
834599,同力股份,2022-04-27 00:00:00,1316440543.43,67.7168765057,0.8249,130935202.48,79.53,6.6837,0.2893,4.181341410176,7.17,17.7990703887,-0.197947883366
832735,德源药业,2022-04-27 00:00:00,146385175.7,24.2500828451,7.0436,21002890.48,35.11,-6.6443,0.32,10.984202602396,2.98,80.5259412685,0.638233068345
832145,恒合股份,2022-04-27 00:00:00,4284269.78,-57.9907435824,,-1554325.87,-201.13,,-0.02,4.035665106449,-0.54,34.1227822959,-0.050530014033
830964,润农节水,2022-04-27 00:00:00,75738200.93,7.6574025285,-67.1738,10196688.47,-2.02,-26.6934,0.04,3.255946798528,1.21,25.0433044317,-0.226598268966
688779,长远锂科,2022-04-27 00:00:00,3392940205.66,179.3067468347,47.2013,303899733.84,163.75,42.2309,0.16,3.538866084647,4.55,15.5952815749,-0.247253514517
688778,厦钨新能,2022-04-27 00:00:00,5909071678.49,103.3329277043,12.484,206898625.84,78.99,32.3261,0.82,15.658347749953,5.39,8.5616712884,0.276165761666
688766,普冉股份,2022-04-27 00:00:00,224108012.59,-4.9056476008,-19.7485,41517801.42,8.07,-39.3167,1.15,54.63797350439,2.13,33.4218222295,-2.175820194195
688636,智明达,2022-04-27 00:00:00,100864302.1,86.4695224654,-42.09,8810103.71,-6.56,-79.6181,0.18,17.943901952296,0.98,54.965873392,-1.194397927511
688625,呈和科技,2022-04-27 00:00:00,154536726.63,26.2746817714,-12.8128,46155128.91,27.92,12.3003,0.35,7.163156617847,4.95,47.1762387167,-0.132238758631
688619,罗普特,2022-04-27 00:00:00,10907971.17,-75.5818524055,-97.0979,-12740256.07,-711.6,-126.2593,-0.07,8.042028209814,-0.84,26.9020868708,-0.405872308861
688616,西力科技,2022-04-27 00:00:00,69737457.85,-4.1543550304,-50.9159,5300138.97,-59.96,-79.4914,0.04,4.908538317133,0.72,25.7506663042,0.046678725267
688597,煜邦电力,2022-04-27 00:00:00,68310581.68,56.2698755528,-67.6569,5731891.94,138.73,-85.8167,0.03,4.469861837603,0.73,40.2483485923,-0.024151192211
688578,艾力斯,2022-04-27 00:00:00,111157103.86,202.3223880612,163.1304,-22673403.02,48.8171935347,80.5601,-0.05,6.596280536333,-0.76,95.39170356,-0.113888367356
688577,浙海德曼,2022-04-27 00:00:00,132621623.09,16.8160659715,-2.0292,14828984.53,-3.77,-6.079,0.27,15.359909913562,1.81,33.9433712174,-0.616292380158
688560,明冠新材,2022-04-27 00:00:00,383319305.98,40.4457366841,17.087,33400626.47,34.27,-5.6946,0.2,8.832123007962,2.33,18.1678410019,-0.10949807553
688520,神州细胞,2022-04-27 00:00:00,155804578.54,,25.2982,-143305304.84,25.5533228289,30.4707,-0.33,-0.829290216837,,96.0475954958,-0.219027364936
688510,航亚科技,2022-04-27 00:00:00,61813276.31,5.6413264119,-39.0695,1928475.31,-27.48,-85.3937,0.0075,3.725318119864,0.2006,27.9256658447,-0.143726491336
688385,复旦微电,2022-04-27 00:00:00,775796660.96,54.5377406783,4.068,232927399.13,169.62,84.5127,0.29,4.186496748173,7.15,63.5850297215,0.218555297114
688369,致远互联,2022-04-27 00:00:00,141827617.74,20.602928717,-70.4037,-27896449.5,-1004.32,-144.8867,-0.36,18.262396220668,-1.97,61.1702785201,-2.863955374716
688367,工大高科,2022-04-27 00:00:00,14167360.01,56.6993574823,-89.9073,102485.84,161.9731156738,-99.6973,0.001,6.063807646537,0.02,39.428032859,-0.276477056586
688326,经纬恒润,2022-04-27 00:00:00,708803467.37,-2.7148208605,-39.4502,-31730855.75,-198.16,-132.2864,-0.35,16.662129432333,-2.1,23.7956813171,-1.445656567444
688320,禾川科技,2022-04-27 00:00:00,190835361.8,14.86,,19817133.69,-17.37,,0.17,5.772643030952,2.96,32.2729677504,-0.601591616441
688315,诺禾致源,2022-04-27 00:00:00,386628023.16,5.8346780458,-34.5143,18866423.65,-42.66,-80.3326,0.05,4.524001375212,1.05,42.1741890118,-0.465118203648
688309,*ST恒誉,2022-04-27 00:00:00,39401498.09,101.151827383,0.7834,13126021.42,442.23,335.257,0.1641,8.960214226509,1.85,43.3401581356,0.249818120526
688296,和达科技,2022-04-27 00:00:00,65897627.0,54.7815889517,-71.1648,-2212916.93,61.79,-104.1042,-0.02,6.709964892364,-0.31,39.0585941888,-0.76360396528
688286,敏芯股份,2022-04-27 00:00:00,73996997.88,-15.8152421129,-16.4503,-2654285.86,-161.15,-166.5419,-0.05,20.512306358768,-0.24,31.3192317715,-0.417149621426
688280,精进电动,2022-04-27 00:00:00,258889713.32,24.1885714491,0.219,-87318067.09,-7.27,28.2117,-0.15,3.257597788798,-4.44,-2.9202604743,-0.048446857018
688266,泽璟制药,2022-04-27 00:00:00,43725271.6,,-52.3596,-119438902.55,-49.8361720663,24.5616,-0.5,4.453426193333,-10.15,92.2590805588,-0.247808666167
688258,卓易信息,2022-04-27 00:00:00,51919320.56,16.0073020304,-24.7411,16071179.21,-6.94,333.5577,0.19,10.374185159237,1.78,58.1544817697,-0.068890773213
688238,和元生物,2022-04-27 00:00:00,73116236.08,56.849746604,-19.6509,12069474.76,28.78,-52.0958,0.0307,4.322660195118,1.3,51.0812931195,-0.059641119348
688207,格灵深瞳,2022-04-27 00:00:00,54260201.48,192.8450040597,,-14641859.78,65.53,,-0.11,12.380596323233,-2.37,65.8428069663,-0.161249646916
688197,首药控股,2022-04-27 00:00:00,707.96,-99.982301,-99.9652,-50662312.89,-46.0580343419,-23.5506,-0.45,8.940856654,,,-0.214156054267
688187,时代电气,2022-04-27 00:00:00,2544581793.0,22.2896056259,-61.4173,340974700.0,31.01,-58.1809,0.24,23.287984111658,1.04,35.7540528075,-0.901438894286
688176,亚虹医药,2022-04-27 00:00:00,9149.76,,,-47294447.66,45.1805799745,25.4585,-0.08,5.202784860614,-1.58,84.9891144686,-0.121455188719
688171,纬德信息,2022-04-27 00:00:00,17933708.17,-4.9038606929,-81.1106,9690543.83,37.66,-49.2344,0.13,9.763962711672,1.52,39.2013840827,0.00634415423
688158,优刻得,2022-04-27 00:00:00,527955605.76,-25.7302812107,-5.4768,-141400715.22,-7.51,-6.1772,-0.33,7.197052361356,-5.38,4.9836872898,0.051372981646
688131,皓元医药,2022-04-27 00:00:00,299992261.46,33.0242932825,9.8273,62338825.02,15.06,32.6398,0.84,25.292300099996,3.37,57.4846793083,-0.050906796073
688103,国力股份,2022-04-27 00:00:00,128580575.14,53.9070635155,-22.9161,12057066.41,31.82,-45.498,0.13,10.02235165206,1.27,38.5532987436,0.179597895587
688069,德林海,2022-04-27 00:00:00,44559962.71,-61.3318254689,-80.1546,3083310.85,-92.31,-94.6473,0.05,25.045394034303,0.21,31.3015281471,-0.220264790314
688065,凯赛生物,2022-04-27 00:00:00,661266387.34,35.7715149429,17.1017,174549406.71,23.54,48.0422,0.42,26.022091697626,1.62,36.1006604888,0.346690871889
688052,纳芯微,2022-04-27 00:00:00,339165310.8,146.1666165269,,84295656.5,148.22,,1.11,8.390156915486,14.22,51.173852842,-2.201347197947
688036,传音控股,2022-04-27 00:00:00,11055275889.04,-1.7506767684,-18.9413,795631601.0,-0.7,-22.5564,0.99,18.540788978883,5.51,21.4251942162,0.153015976356
688030,山石网科,2022-04-27 00:00:00,144742465.65,52.9650289649,-65.8676,-71705779.51,14.7141255303,-174.4569,-0.3979,7.998071828709,-4.86,61.6590076169,-0.220862106161
688022,瀚川智能,2022-04-27 00:00:00,99101652.75,16.9473024953,-61.4112,1587748.47,153.61,-89.4803,0.01,8.66328511458,0.17,27.4187895217,-0.127706361735
688015,交控科技,2022-04-27 00:00:00,388206414.27,6.7582640674,-54.7277,21934489.56,-10.75,-79.9496,0.12,12.398895314914,0.95,35.6913852159,-0.374353872562
688007,光峰科技,2022-04-27 00:00:00,525139870.53,0.0327412859,-37.3047,17858914.53,-67.18,-18.8733,0.04,5.457292100557,0.73,32.5223214013,-0.150684445271
605599,菜百股份,2022-04-27 00:00:00,3469665329.86,17.5493398732,10.2919,179654893.21,71.54,83.3387,0.23,4.368772747422,7.87,12.6427455595,0.969067225858
605377,华旺科技,2022-04-27 00:00:00,756181671.03,19.389193013,-19.2574,112484973.48,14.62,-12.5318,0.39,10.45850198757,4.32,21.4245204078,0.022409705099
605155,西大门,2022-04-27 00:00:00,113511565.84,23.4765681993,-12.599,19534536.9,8.15,11.7282,0.2,11.424566769896,1.8,33.7954671457,0.169558556458
605086,龙高股份,2022-04-27 00:00:00,71112638.71,12.9875002423,12.9676,27145432.24,13.88,84.4847,0.21,8.402231421563,2.56,68.6730054543,0.263769588672
605058,澳弘电子,2022-04-27 00:00:00,277152022.37,8.0197882067,9.2,33375725.04,-14.48,36.9176,0.23,10.244509801052,2.31,23.6510551716,0.292864248154
605005,合兴股份,2022-04-27 00:00:00,343817213.97,8.6816651411,-16.3323,33168450.92,-34.16,-19.6004,0.08,3.725337582772,2.29,28.966136288,-0.037878464454
603995,甬金股份,2022-04-27 00:00:00,8261506502.67,31.8566855431,-6.9514,130865080.88,17.7,-15.4853,0.56,15.992117235429,3.44,4.7442612071,-2.717942162376
603991,至正股份,2022-04-27 00:00:00,21667902.52,-30.1223985772,-13.0444,-2758824.5,38.2073994983,92.5637,-0.04,4.223882364899,-0.87,15.1005002768,-0.111646636926
603977,国泰集团,2022-04-27 00:00:00,405108181.03,17.599358704,-37.8724,34009465.49,5.46,-59.0435,0.06,4.485929632538,1.3,32.1064819845,-0.105308687634
603970,中农立华,2022-04-27 00:00:00,2034514392.38,11.7491195994,51.0223,44521808.63,27.79,33.2286,0.2319,6.349643919866,3.68,6.8391690199,-1.916896882489
603969,银龙股份,2022-04-27 00:00:00,429923848.84,-13.861199035,-37.4215,28354391.01,-16.98,164.0243,0.03,2.410750653793,1.41,11.5532681692,0.172951090012
603956,威派格,2022-04-27 00:00:00,110569188.37,-25.7785343427,-75.9149,-54829082.71,-499.65,-200.5542,-0.13,2.77624491602,-4.21,63.1254076736,-0.440334498014
603950,长源东谷,2022-04-27 00:00:00,343590475.73,-32.4137666352,15.6806,54142532.03,-47.22,79.4967,0.24,9.964503192353,2.37,25.6026689806,0.508280050751
603882,金域医学,2022-04-27 00:00:00,4251354599.88,58.7020401788,27.8227,850173750.8,58.0,55.3076,1.83,15.433782052015,12.6,46.302819728,0.193832917781
603848,好太太,2022-04-27 00:00:00,243715140.29,15.6948140607,-48.9269,45298857.38,2.51,-44.6295,0.11,4.798785459077,2.38,43.3480648655,-0.234474606434
603801,志邦家居,2022-04-27 00:00:00,758736722.02,11.1682420509,-58.5531,51289982.53,1.37,-75.0354,0.1638,8.181815500768,1.96,35.0832888583,-0.937808661325
603755,日辰股份,2022-04-27 00:00:00,74597783.3,7.1096017564,-24.0752,13586336.52,-7.51,-44.9688,0.14,6.853594719986,2.03,39.4265351448,0.201704979758
603707,健友股份,2022-04-27 00:00:00,1176560687.58,33.2378961035,29.7779,330089249.36,20.96,53.8189,0.27,4.54454692992,5.96,50.4926711339,0.202648166609
